,sent_a,sent_b,label
2939,It's himself that Donald hasn't irritated.,It's himself that hasn't irritated Donald.,0.0
2940,It's herself who attacks Denise.,It's herself who Denise attacks.,1.0
2941,It's herself that Jane alarmed.,It's herself that alarmed Jane.,0.0
2942,It's herself who was insulting Margaret.,It's herself who Margaret was insulting.,1.0
2943,It's himself who hated Scott.,It's himself who Scott hated.,1.0
2944,It's herself that fled from Lissa.,It's herself that Lissa fled from.,1.0
2945,It's itself that impressed a cart.,It's itself that a cart impressed.,1.0
2946,It's herself who couldn't bore Stacey.,It's herself who Stacey couldn't bore.,1.0
2947,It's herself that some actress was fleeing from.,It's herself that was fleeing from some actress.,0.0
2948,It's himself that Steve flees from.,It's himself that flees from Steve.,0.0
2949,It's herself that argued about Judy.,It's herself that Judy argued about.,1.0
2950,It's himself that complained about David.,It's himself that David complained about.,1.0
2951,It's herself who Brenda wasn't firing.,It's herself who wasn't firing Brenda.,0.0
2952,It's themselves that most pedestrians were complaining about.,It's themselves that were complaining about most pedestrians.,0.0
2953,It's herself who hasn't seen Caroline.,It's herself who Caroline hasn't seen.,1.0
2954,It's herself that is hiding Tina.,It's herself that Tina is hiding.,1.0
2955,It's himself that William is attacking.,It's himself that is attacking William.,0.0
2956,It's herself that Carmen visits.,It's herself that visits Carmen.,0.0
2957,It's herself that has investigated Laura.,It's herself that Laura has investigated.,1.0
2958,It's himself who was listening to Douglas.,It's himself who Douglas was listening to.,1.0
2959,It's themselves that the people disagree with.,It's themselves that disagree with the people.,0.0
2960,It's herself who was irritating Judy.,It's herself who Judy was irritating.,1.0
2961,It's herself who Nina forgets.,It's herself who forgets Nina.,0.0
2962,It's herself that Rachel cured.,It's herself that cured Rachel.,0.0
2963,It's himself who Kevin hates.,It's himself who hates Kevin.,0.0
2964,It's herself that Kendra was finding.,It's herself that was finding Kendra.,0.0
2965,It's herself who Cynthia isn't insulting.,It's herself who isn't insulting Cynthia.,0.0
2966,It's herself who should think about Sally.,It's herself who Sally should think about.,1.0
2967,It's herself that did leave Sandra.,It's herself that Sandra did leave.,1.0
2968,It's himself that is insulting Jerry.,It's himself that Jerry is insulting.,1.0
2969,It's themselves that returned to most ladies.,It's themselves that most ladies returned to.,1.0
2970,It's herself that can escape from every waiter.,It's herself that every waiter can escape from.,1.0
2971,It's herself that was praising Sherry.,It's herself that Sherry was praising.,1.0
2972,It's itself that the cafe is annoying.,It's itself that is annoying the cafe.,0.0
2973,It's himself who Jeffrey finds.,It's himself who finds Jeffrey.,0.0
2974,It's herself who complained about Heidi.,It's herself who Heidi complained about.,1.0
2975,It's himself who is investigating some guy.,It's himself who some guy is investigating.,1.0
2976,It's herself that notices Leslie.,It's herself that Leslie notices.,1.0
2977,It's herself that Ruth referenced.,It's herself that referenced Ruth.,0.0
2978,It's himself that hasn't admired Benjamin.,It's himself that Benjamin hasn't admired.,1.0
2979,It's himself who Dan concealed.,It's himself who concealed Dan.,0.0
2980,It's herself who Martha fled from.,It's herself who fled from Martha.,0.0
2981,It's himself who hires Robert.,It's himself who Robert hires.,1.0
2982,It's themselves that have disagreed with the actresses.,It's themselves that the actresses have disagreed with.,1.0
2983,It's himself that was discovering Jason.,It's himself that Jason was discovering.,1.0
2984,It's herself who Tanya couldn't notice.,It's herself who couldn't notice Tanya.,0.0
2985,It's herself that Alicia astounded.,It's herself that astounded Alicia.,0.0
2986,It's herself who Sonia conceals.,It's herself who conceals Sonia.,0.0
2987,It's herself who had fled from Pamela.,It's herself who Pamela had fled from.,1.0
2988,It's herself who hasn't embarrassed Sharon.,It's herself who Sharon hasn't embarrassed.,1.0
2989,It's itself that a mouth hadn't stunned.,It's itself that hadn't stunned a mouth.,0.0
2990,It's herself that hasn't admired Brenda.,It's herself that Brenda hasn't admired.,1.0
2991,It's herself who Carolyn heals.,It's herself who heals Carolyn.,0.0
2992,It's himself that questions Homer.,It's himself that Homer questions.,1.0
2993,It's herself that Melissa left.,It's herself that left Melissa.,0.0
2994,It's herself that Nicole wasn't concealing.,It's herself that wasn't concealing Nicole.,0.0
2995,It's herself that every child approaches.,It's herself that approaches every child.,0.0
2996,It's himself who returned to Omar.,It's himself who Omar returned to.,1.0
2997,It's herself that investigates Karen.,It's herself that Karen investigates.,1.0
2998,It's himself who watched Bruce.,It's himself who Bruce watched.,1.0
2999,It's herself who hadn't hated Samantha.,It's herself who Samantha hadn't hated.,1.0
3000,Dennis has seen who this tooth that Kristin wasn't concealing is astounding men.,Dennis has seen this tooth that Kristin wasn't concealing that is astounding men.,1.0
3001,Renee investigates what these offspring that some drivers boast about would heal some dog.,Renee investigates these offspring that some drivers boast about that would heal some dog.,1.0
3002,The cashiers should notice a lot of cafes that Roger will drop by that resemble all prints.,The cashiers should notice what a lot of cafes that Roger will drop by resemble all prints.,0.0
3003,All pedestrians research those ellipses that Ellen has appreciated that disgusted this actress.,All pedestrians research who those ellipses that Ellen has appreciated disgusted this actress.,0.0
3004,Heidi shouldn't think about many pedestrians that every movie could disagree with that messed up this rug.,Heidi shouldn't think about what many pedestrians that every movie could disagree with messed up this rug.,0.0
3005,The Lutherans know who the man that the casserole confuses impressed the waitresses.,The Lutherans know the man that the casserole confuses that impressed the waitresses.,1.0
3006,That teenager hasn't seen who this tomato that that girl had bought had stunned some actors.,That teenager hasn't seen this tomato that that girl had bought that had stunned some actors.,1.0
3007,Holly investigates what every cashier that Carol cares for hasn't argued about all movies.,Holly investigates every cashier that Carol cares for that hasn't argued about all movies.,1.0
3008,Susan won't discover who a car that Jane admired is aggravating a lot of cashiers.,Susan won't discover a car that Jane admired that is aggravating a lot of cashiers.,1.0
3009,Most customers notice who a lot of mushrooms that this cashier hides won't aggravate the children.,Most customers notice a lot of mushrooms that this cashier hides that won't aggravate the children.,1.0
3010,Victoria isn't thinking about all media that Tiffany hadn't appreciated that confused those guys.,Victoria isn't thinking about who all media that Tiffany hadn't appreciated confused those guys.,0.0
3011,Most teachers question what some actresses that Melissa boasted about walk through a closet.,Most teachers question some actresses that Melissa boasted about that walk through a closet.,1.0
3012,Many guys notice those teeth that Tina can't have that will scare a library.,Many guys notice what those teeth that Tina can't have will scare a library.,0.0
3013,These senators think about what some student that Candice is hurting can't descend a hill.,These senators think about some student that Candice is hurting that can't descend a hill.,1.0
3014,The actors haven't remembered who some public parks that Janet likes couldn't astound many cashiers.,The actors haven't remembered some public parks that Janet likes that couldn't astound many cashiers.,1.0
3015,April had noticed who these snakes that Patricia has could bore most guys.,April had noticed these snakes that Patricia has that could bore most guys.,1.0
3016,Stacy forgot this cashier that Gina listened to that explores some movie theaters.,Stacy forgot what this cashier that Gina listened to explores some movie theaters.,0.0
3017,Aaron should research the phenomena that Carmen should think about that don't disgust a teenager.,Aaron should research who the phenomena that Carmen should think about don't disgust a teenager.,0.0
3018,Carlos is questioning what dancers that Omar hadn't approached will distract the committee.,Carlos is questioning dancers that Omar hadn't approached that will distract the committee.,1.0
3019,That teenager shouldn't question libraries that that dog is disgusting that didn't fire a pedestrian.,That teenager shouldn't question who libraries that that dog is disgusting didn't fire a pedestrian.,0.0
